,rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
2655,2058,6200,2.0,2,1050,2,3.0,25,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2656,13,3700,1.0,1,700,10,37.0,13,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2657,830,16500,3.0,3,2013,2,9.0,92,0,1,1,1,1,0,0,1,Upper West Side,Manhattan
2658,7790,3200,2.0,2,1001,2,4.0,4,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2659,10221,5000,1.0,1,706,3,9.0,116,0,0,0,1,1,1,0,0,Flatiron,Manhattan
2665,529,1799,0.0,1,300,2,5.0,96,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2666,2518,5600,4.0,2,3000,1,1.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2667,706,3800,1.0,1,585,2,32.0,38,0,0,1,0,0,0,0,0,Midtown West,Manhattan
2668,6597,3250,1.0,1,650,6,4.0,53,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2671,5588,4500,1.0,1,757,2,37.0,38,0,0,0,0,1,0,0,0,Midtown West,Manhattan
2672,6769,3850,0.5,1,650,3,22.0,86,0,0,0,1,1,0,0,0,Financial District,Manhattan
2673,5272,6800,2.0,2,1200,43,36.0,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2674,3084,2650,0.0,1,650,7,26.0,49,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2675,2900,3200,1.0,1,603,3,4.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2677,6545,5792,2.0,1,935,2,18.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2678,8480,6495,2.0,2,1031,5,3.0,37,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2679,9195,1699,1.0,1,600,2,2.0,87,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2681,5289,5000,2.0,2,1041,10,14.0,27,0,0,0,0,1,1,0,0,Midtown East,Manhattan
2682,7458,3795,2.0,1,750,2,6.0,116,0,0,0,0,0,0,0,0,Financial District,Manhattan
2683,2445,3700,1.0,1,741,2,25.0,9,0,0,0,1,1,0,0,0,Midtown West,Manhattan
2684,10256,3400,1.0,1,535,4,8.0,43,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2685,7980,5250,1.0,1,827,2,35.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2686,10386,4040,1.0,1,825,5,8.0,17,1,0,1,0,1,1,0,1,Upper West Side,Manhattan
2692,9158,3700,1.0,1,700,4,9.0,31,0,0,1,1,1,0,0,1,Chelsea,Manhattan
2693,7207,5350,1.0,1,917,3,10.0,103,0,0,0,1,1,0,0,1,Flatiron,Manhattan
2694,10620,2695,1.0,1,650,2,1.0,56,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2697,3990,3150,1.0,1,618,14,28.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2698,3146,7795,1.0,1,642,3,6.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
2699,2072,3600,1.0,1,672,7,5.0,7,0,1,1,0,1,0,0,0,Midtown East,Manhattan
2700,5953,12300,2.0,2,1646,1,12.0,9,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
2701,6568,15000,2.0,2,1689,3,27.0,49,0,1,0,0,1,0,0,0,Upper East Side,Manhattan
2703,266,2500,0.0,1,400,6,3.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
2705,5976,2650,0.5,1,600,4,4.0,52,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2706,6665,5605,2.0,2,971,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2708,2962,4400,1.0,1,812,3,7.0,94,0,1,1,1,1,1,0,1,Midtown South,Manhattan
2709,8530,10995,2.0,2,1603,4,8.0,10,1,0,0,1,1,1,0,0,Midtown East,Manhattan
2710,9806,3450,1.5,1,800,9,11.0,57,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2711,8883,3675,0.0,1,619,6,3.0,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2712,2725,7495,3.0,2,1600,2,12.0,89,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2713,10999,3755,1.0,1,688,3,11.0,15,1,0,0,0,0,0,0,0,Financial District,Manhattan
2715,9652,3600,0.0,1,526,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2716,6961,5000,2.0,2,1157,43,4.0,41,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2717,5909,3995,0.0,1,424,3,5.0,2,1,0,0,0,0,0,0,0,East Village,Manhattan
2718,1668,11000,2.0,2,1297,4,8.0,58,0,0,0,1,1,0,0,0,Upper East Side,Manhattan
2721,1215,3600,1.0,1,770,10,9.0,9,0,0,0,1,1,0,0,0,Gramercy Park,Manhattan
2722,852,15000,3.0,3,1800,9,24.0,11,0,0,1,1,1,0,0,1,Upper East Side,Manhattan
2723,1217,3950,1.0,1,866,12,39.0,27,0,0,0,1,1,0,0,0,Midtown East,Manhattan
2724,10130,6300,1.0,2,992,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2726,1703,4100,1.0,1,646,1,8.0,6,0,0,0,0,0,0,0,0,East Village,Manhattan
2727,10715,3000,1.0,1,750,4,1.0,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2728,87,14500,4.0,3,2283,5,15.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2730,1332,5450,2.0,2,1227,1,18.0,116,1,0,0,0,0,0,0,0,Financial District,Manhattan
2731,7561,4900,2.0,1,568,3,3.0,106,0,0,0,0,0,0,0,0,Soho,Manhattan
2732,3554,9000,2.0,2,1578,6,5.0,104,0,1,0,1,1,0,0,1,Chelsea,Manhattan
2735,3389,3513,0.0,1,431,2,27.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2737,9863,8195,3.0,2,1600,6,5.0,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2739,6138,3275,1.0,1,640,3,3.0,15,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2740,1518,4400,1.0,1,778,2,46.0,9,0,0,1,0,1,0,0,0,Midtown West,Manhattan
2741,2673,4405,1.0,1,679,5,10.0,9,1,0,0,0,0,0,0,0,Tribeca,Manhattan
2742,9886,3200,1.0,1,585,2,20.0,38,1,0,1,0,0,0,0,1,Midtown West,Manhattan
2743,831,4700,1.0,1,747,2,39.0,6,0,0,0,1,1,1,0,1,Financial District,Manhattan
2745,4282,7000,1.0,2,1068,1,4.0,8,0,0,0,0,0,1,0,0,Flatiron,Manhattan
2746,3759,8250,2.0,2,1322,1,28.0,29,0,1,1,1,1,0,0,1,Upper East Side,Manhattan
2747,7961,4700,2.0,2,915,3,3.0,31,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2748,9183,2300,2.0,1,850,7,5.0,86,0,0,0,0,0,0,0,0,Hamilton Heights,Manhattan
2749,5848,2300,2.0,1,750,9,2.0,101,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2751,7462,2600,0.0,1,517,2,2.0,28,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2752,8901,11750,2.0,2,1706,6,22.0,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2753,11258,2950,1.0,1,700,7,15.0,12,0,1,1,1,1,0,0,1,Roosevelt Island,Manhattan
2754,5414,7495,3.0,2,1641,4,12.0,6,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2755,7082,3350,0.0,1,721,1,22.0,112,1,0,0,0,0,0,0,0,Financial District,Manhattan
2756,4648,6600,2.0,2,1342,2,17.0,28,0,0,1,0,0,0,0,0,Battery Park City,Manhattan
2757,1003,5425,2.0,2,1104,2,17.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
2759,11250,3400,1.0,1,1164,11,2.0,108,1,0,0,0,0,0,0,0,Lower East Side,Manhattan
2760,4635,3299,0.0,1,470,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2761,271,3650,0.0,1,698,2,9.0,8,0,1,1,1,1,1,0,1,Financial District,Manhattan
2762,6429,3134,0.0,1,431,2,10.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2763,6998,2750,2.0,1,850,1,4.0,96,0,1,0,1,1,1,0,0,East Harlem,Manhattan
2764,2796,3000,1.0,1,600,5,2.0,116,0,1,0,1,1,0,0,1,Upper West Side,Manhattan
2767,9175,2300,0.0,1,400,9,6.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2768,4038,4850,1.0,1,754,10,3.0,0,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2769,2905,4900,1.0,1,1200,1,14.0,88,0,0,0,0,0,0,0,0,Financial District,Manhattan
2770,1665,19000,2.0,2,1728,2,21.0,2,0,0,0,0,0,0,0,0,Midtown,Manhattan
2771,2551,2300,1.0,1,883,3,1.0,85,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2774,2665,1949,0.0,1,400,6,1.0,96,0,0,0,0,1,0,0,0,East Village,Manhattan
2775,4043,2850,2.0,1,700,4,8.0,8,1,0,0,0,0,0,0,0,East Harlem,Manhattan
2776,5305,3800,0.0,1,516,2,20.0,0,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2777,4114,2950,1.0,1,775,4,6.0,87,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
2779,8145,2300,0.0,1,350,2,9.0,107,0,0,0,0,0,0,0,0,Morningside Heights,Manhattan
2781,4196,4800,2.0,2,1053,5,21.0,56,0,0,0,1,1,1,0,1,Midtown East,Manhattan
2782,4345,3742,1.0,1,624,12,9.0,4,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2783,8372,2900,0.0,1,497,15,30.0,43,1,0,0,0,0,0,0,1,Midtown East,Manhattan
2784,7929,4000,1.0,1,587,3,6.0,52,1,1,0,0,1,0,0,0,Tribeca,Manhattan
2785,961,4195,1.0,1,632,2,17.0,89,1,0,0,0,1,0,0,0,Upper West Side,Manhattan
2786,262,3995,2.0,1,900,10,1.0,91,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2787,2465,4405,1.0,1,586,3,3.0,16,1,0,0,0,1,0,0,0,Chelsea,Manhattan
2789,752,3295,0.0,1,670,6,3.0,113,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2791,4229,3345,2.0,1,750,8,5.0,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2792,667,4495,2.0,2,920,2,4.0,13,1,1,0,1,1,0,0,0,Financial District,Manhattan
2793,774,4995,2.0,2,1181,2,15.0,34,1,0,0,0,1,1,0,0,Financial District,Manhattan
2795,3982,11750,2.0,2,1621,1,7.0,9,0,1,1,1,0,1,0,0,Upper East Side,Manhattan
2797,7505,2269,1.0,1,775,6,4.0,96,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2798,4704,3675,1.0,1,850,4,4.0,76,0,1,1,1,0,1,0,1,East Village,Manhattan
2799,7960,4900,1.0,1,870,2,9.0,11,0,1,1,0,0,1,0,0,Midtown,Manhattan
2800,6198,2695,1.0,1,550,2,2.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2801,1430,4600,2.0,2,1012,12,29.0,32,0,0,0,1,1,0,0,0,Midtown East,Manhattan
2803,1157,4600,1.0,1,832,2,38.0,8,0,0,1,0,1,1,0,0,Financial District,Manhattan
2804,1410,4000,1.0,1,450,3,7.0,52,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2805,8043,1700,0.0,1,450,3,5.0,86,0,0,0,1,1,1,0,0,Midtown West,Manhattan
2806,2754,3200,2.0,1,875,6,14.0,57,0,1,0,1,1,0,0,1,Midtown East,Manhattan
2807,4652,3800,1.0,1,768,10,39.0,27,0,1,1,1,1,1,0,1,Midtown East,Manhattan
2808,9276,3800,0.0,1,525,4,17.0,24,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2810,2071,7995,2.0,2,1286,5,4.0,2,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2811,5591,3500,1.0,1,670,3,2.0,106,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2812,424,12495,3.0,3,2084,2,11.0,85,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2814,8884,8800,2.0,2,1265,6,21.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2815,8254,2995,1.0,1,800,3,2.0,35,0,1,0,1,1,1,0,1,Upper East Side,Manhattan
2816,6630,5850,2.0,2,887,2,3.0,0,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2817,10553,3500,2.0,1,1000,4,6.0,66,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2818,1354,9500,2.0,2,1305,8,10.0,10,1,0,0,1,1,0,0,1,Chelsea,Manhattan
2819,8188,11225,3.5,3,3500,2,12.0,111,1,0,0,0,0,0,0,0,Midtown,Manhattan
2820,259,5950,2.0,2,1240,2,8.0,75,0,0,0,0,0,0,0,0,Central Park South,Manhattan
2821,5229,4072,1.0,1,616,2,35.0,16,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2822,11001,3295,1.0,1,578,2,15.0,41,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2825,3761,2950,0.0,1,525,2,10.0,90,1,0,0,0,0,0,0,0,Financial District,Manhattan
2826,4591,7500,2.0,2,1454,7,8.0,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2827,7171,4955,2.0,2,984,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2830,2573,4135,1.0,1,657,1,12.0,29,1,0,0,1,1,1,0,0,Chelsea,Manhattan
2831,6376,2995,3.0,1,980,7,6.0,86,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2833,1314,4000,1.0,1,850,2,17.0,27,1,0,0,0,0,0,0,0,Midtown,Manhattan
2834,1675,2000,0.0,1,350,6,4.0,87,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2836,59,7145,1.0,2,1321,3,5.0,116,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2837,4561,3900,0.0,1,550,3,5.0,11,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2838,9678,5714,2.0,2,1085,13,10.0,1,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2839,5144,3190,1.0,1,600,6,4.0,106,0,0,0,0,0,0,0,0,East Village,Manhattan
2840,10052,1600,1.0,1,400,3,4.0,116,0,0,0,0,0,0,0,0,Washington Heights,Manhattan
2841,8614,3530,1.0,1,692,10,3.0,16,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2842,4567,3600,2.0,1,900,1,5.0,87,0,0,0,0,0,0,0,0,Financial District,Manhattan
2845,2219,3095,1.0,1,700,10,4.0,116,0,1,0,1,0,0,0,0,Upper East Side,Manhattan
2846,7781,2600,0.5,1,600,3,3.0,106,0,0,0,0,0,0,0,0,Midtown West,Manhattan
2847,11304,3000,0.0,1,530,1,7.0,90,0,1,0,1,1,0,1,0,Chelsea,Manhattan
2848,1647,5495,2.0,2,1180,5,10.0,86,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2849,7734,4325,1.0,1,600,2,21.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2850,5159,2450,2.0,1,749,5,7.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2851,2611,2400,0.0,1,550,4,2.0,74,1,1,1,1,1,1,0,1,Midtown East,Manhattan
2854,7955,7295,4.0,2,1300,3,4.0,146,0,0,0,0,0,0,0,0,Soho,Manhattan
2858,3210,3895,1.0,1,570,2,4.0,29,1,0,0,1,1,0,0,1,Upper East Side,Manhattan
2859,4612,3700,1.0,1,766,4,7.0,87,0,0,0,1,0,0,0,0,Upper West Side,Manhattan
2861,8625,5675,1.0,1,712,8,11.0,10,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2863,9766,3450,1.0,1,536,1,19.0,29,0,0,1,1,0,1,0,0,Midtown West,Manhattan
2865,4440,2550,0.0,1,414,4,8.0,116,0,0,0,0,0,1,0,0,Upper West Side,Manhattan
2866,3513,8000,2.0,2,972,3,3.0,8,0,0,0,1,1,0,0,0,Chelsea,Manhattan
2867,11134,7100,2.0,2,1400,4,3.0,91,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2869,1086,3635,1.0,1,680,1,22.0,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2870,93,12500,2.0,2,1510,4,34.0,33,0,1,0,1,0,1,0,0,Midtown,Manhattan
2871,3616,14000,3.0,3,1934,12,21.0,11,0,1,0,0,0,0,0,0,Upper East Side,Manhattan
2874,2348,8200,2.0,1,1410,43,20.0,8,0,1,0,1,1,0,0,0,Upper West Side,Manhattan
2875,1993,10500,2.0,2,1228,3,4.0,56,0,0,0,0,0,0,0,0,Chelsea,Manhattan
2876,7444,3625,0.0,1,550,7,6.0,14,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2877,9148,5000,1.0,1,820,9,7.0,86,1,0,0,0,0,0,0,0,Gramercy Park,Manhattan
2878,3464,3975,1.0,1,775,6,3.0,33,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2879,10784,5400,2.0,1,1074,7,15.0,34,0,1,1,1,1,1,0,1,Midtown East,Manhattan
2880,6007,2095,0.0,1,475,5,3.0,111,0,0,0,0,0,0,0,0,East Village,Manhattan
2881,9640,4700,2.0,2,1000,4,5.0,89,0,0,1,0,1,1,0,0,Upper West Side,Manhattan
2882,348,3786,1.0,1,833,3,7.0,44,1,0,0,0,0,0,0,0,Financial District,Manhattan
2883,665,7500,2.0,2,1214,3,15.0,88,0,0,0,1,0,1,0,0,Upper East Side,Manhattan
2884,7048,4000,1.0,1,750,7,3.0,116,0,0,0,0,0,0,0,0,East Village,Manhattan
2886,2924,3850,1.0,1,800,9,16.0,86,0,0,1,0,0,1,1,0,Gramercy Park,Manhattan
2887,6448,3785,1.0,1,550,2,22.0,35,1,0,0,0,0,0,0,0,Midtown East,Manhattan
2888,7159,3100,1.0,1,629,8,24.0,18,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2889,638,6150,2.0,2,1368,7,6.0,53,0,0,1,0,0,0,1,0,Upper East Side,Manhattan
2890,2632,7500,2.0,2,1168,7,40.0,6,0,1,1,1,1,1,0,1,Midtown South,Manhattan
2891,1612,2255,0.0,1,408,2,12.0,99,1,1,1,1,1,0,0,1,Upper West Side,Manhattan
2893,10662,3000,2.0,1,500,5,4.0,106,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2894,6670,3570,1.0,1,660,1,6.0,19,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2895,6751,3425,1.0,1,800,3,5.0,89,0,1,1,1,1,1,0,1,Upper West Side,Manhattan
2897,278,3600,1.0,1,549,3,4.0,96,0,0,0,0,0,1,0,0,East Village,Manhattan
2898,1706,7800,2.0,2,1438,2,9.0,20,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2899,2892,4425,1.0,1,776,4,14.0,19,1,1,0,1,1,1,0,1,Upper East Side,Manhattan
2900,11327,2500,0.0,1,418,2,13.0,112,0,1,0,1,1,0,0,1,Financial District,Manhattan
2901,2429,5600,1.0,1,793,2,21.0,10,0,0,1,0,1,0,0,0,Chelsea,Manhattan
2902,4628,5330,1.0,1,729,2,29.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2903,4331,1750,1.0,1,550,5,3.0,106,0,0,0,0,0,0,0,0,East Harlem,Manhattan
2911,1214,4995,1.0,1,815,3,7.0,8,0,0,0,1,1,0,0,0,Greenwich Village,Manhattan
2913,8899,10750,2.0,2,1358,6,23.0,5,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2914,6734,3600,1.0,1,610,2,26.0,29,0,0,1,1,0,0,0,0,Battery Park City,Manhattan
2915,8929,3200,2.0,1,1000,3,6.0,77,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2916,2268,4270,1.0,1,657,4,18.0,19,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2921,2505,2500,1.0,1,550,1,3.0,106,0,0,0,0,0,0,0,0,Flatiron,Manhattan
2922,8931,3900,1.0,1,721,3,19.0,15,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2923,5532,2764,0.0,1,473,4,6.0,47,1,0,0,0,0,0,0,0,Financial District,Manhattan
2924,7934,3100,1.0,1,764,0,4.0,87,0,1,1,0,1,1,0,1,Financial District,Manhattan
2925,2145,7000,1.0,2,1224,1,35.0,41,0,1,0,1,1,0,0,1,Midtown,Manhattan
2926,2748,6200,1.0,1,689,8,18.0,10,0,1,0,1,1,0,0,1,Chelsea,Manhattan
2927,6474,2500,1.0,1,600,2,10.0,53,0,0,0,1,0,0,1,0,Midtown,Manhattan
2928,22,10000,1.0,2,1300,2,18.0,86,0,0,0,0,0,0,0,0,Central Park South,Manhattan
2929,5096,1500,0.0,1,400,3,1.0,106,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2930,7396,2650,0.0,1,439,1,23.0,104,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2933,2643,7095,3.0,3,1500,5,18.0,26,0,0,1,0,0,1,0,0,Midtown East,Manhattan
2934,7979,3950,1.0,1,525,2,22.0,42,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2935,1591,4500,1.0,1,885,9,12.0,15,0,0,0,1,1,0,0,0,Midtown East,Manhattan
2937,9763,6750,2.0,2,1255,2,33.0,26,0,0,0,1,0,0,0,0,Midtown East,Manhattan
2938,901,4250,3.0,2,800,13,46.0,9,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2940,10480,2395,0.0,1,525,3,5.0,66,0,0,1,0,0,0,0,0,East Village,Manhattan
2941,2525,3525,0.0,1,448,2,30.0,6,1,0,0,0,1,0,0,0,Financial District,Manhattan
2942,10503,2700,0.0,1,408,6,10.0,14,1,0,0,0,1,0,0,0,Midtown West,Manhattan
2943,4582,3800,1.0,1,880,7,18.0,16,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2945,8176,8599,2.0,2,1518,5,16.0,3,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2947,2083,3200,1.0,1,800,6,2.0,30,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
2948,9898,3295,1.0,1,665,13,5.0,9,1,0,0,0,0,0,1,0,Midtown West,Manhattan
2949,10610,2300,0.0,1,500,4,7.0,92,0,1,0,0,0,0,1,0,Upper West Side,Manhattan
2951,9033,4895,1.0,1,767,2,16.0,8,1,0,0,0,0,0,0,0,Midtown South,Manhattan
2952,2502,7500,1.0,1,750,3,5.0,96,0,1,1,1,1,0,0,1,West Village,Manhattan
2953,10382,3473,0.0,1,464,2,16.0,13,1,0,0,0,0,0,0,0,Flatiron,Manhattan
2956,4922,2800,0.0,1,542,6,29.0,28,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2957,3495,7800,3.0,2,1900,5,7.0,91,0,0,0,0,0,0,0,0,Upper West Side,Manhattan
2959,2794,3400,1.0,1,667,2,12.0,9,0,1,0,1,1,1,1,1,Midtown West,Manhattan
2960,1007,7900,1.0,1,860,8,10.0,7,0,0,1,1,1,1,0,0,West Village,Manhattan
2961,4660,3850,2.0,1,853,10,6.0,6,0,0,0,0,0,0,0,0,East Village,Manhattan
2962,11050,11500,2.0,2,1200,4,11.0,89,0,0,1,1,1,0,1,0,Midtown,Manhattan
2963,3443,2495,1.0,1,650,6,3.0,86,1,0,0,0,0,0,0,0,Midtown West,Manhattan
2964,8904,2500,1.0,1,672,4,4.0,107,0,0,0,0,0,0,0,0,Central Harlem,Manhattan
2965,2787,7675,2.0,2,1207,6,22.0,8,1,0,0,0,0,0,0,0,Battery Park City,Manhattan
2968,682,4800,1.0,1,800,5,14.0,29,0,0,0,0,0,1,1,0,Midtown East,Manhattan
2969,1242,4000,3.0,1,700,5,4.0,96,0,1,1,0,0,1,0,0,Upper West Side,Manhattan
2971,4577,4595,1.0,1,1037,7,18.0,12,1,0,1,1,1,1,0,0,Upper West Side,Manhattan
2972,1878,8800,3.0,2,1517,6,12.0,10,0,0,1,0,0,0,0,0,Upper West Side,Manhattan
2973,6868,3600,1.0,1,621,6,14.0,37,0,0,0,0,0,0,0,0,Midtown East,Manhattan
2974,9951,4895,2.0,2,948,14,31.0,30,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2975,2183,14000,2.0,2,1828,4,8.0,76,0,0,0,0,1,0,0,0,Upper East Side,Manhattan
2977,8941,3000,1.0,1,600,2,14.0,89,1,0,0,0,0,0,0,0,Midtown,Manhattan
2978,10542,3000,2.0,1,700,2,5.0,105,0,0,0,1,1,1,0,1,Upper West Side,Manhattan
2979,4086,3500,0.0,1,900,3,5.0,106,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2986,4554,3045,2.0,2,800,9,3.0,106,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2987,2493,5300,1.0,1,925,4,18.0,18,1,0,0,0,0,0,0,0,Upper West Side,Manhattan
2988,6046,1695,0.0,1,250,2,6.0,96,0,0,0,0,0,0,0,0,Little Italy,Manhattan
2989,3428,4041,2.0,2,829,5,3.0,52,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2992,2559,8300,3.0,2,2200,2,3.0,86,0,0,0,0,0,0,0,0,Tribeca,Manhattan
2993,4564,3140,0.0,1,521,3,3.0,54,1,0,0,0,0,0,0,0,Upper East Side,Manhattan
2994,647,6756,2.0,2,1082,2,32.0,16,1,1,1,1,1,0,0,0,Flatiron,Manhattan
2996,8348,1499,0.0,1,343,7,2.0,57,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
2997,7769,5495,1.0,1,900,4,11.0,7,1,0,0,0,0,1,1,0,Tribeca,Manhattan
2998,1639,3200,0.0,1,515,0,9.0,87,0,0,0,1,1,0,0,0,Financial District,Manhattan
2999,4974,2650,2.0,1,500,3,1.0,116,1,0,0,0,0,0,0,0,Central Harlem,Manhattan
3003,6692,5700,1.0,1,860,2,20.0,30,0,1,0,1,1,0,0,1,Flatiron,Manhattan
3004,2501,3300,1.0,1,885,1,4.0,106,0,0,1,0,0,0,0,0,Central Harlem,Manhattan
3005,11171,10900,3.0,2,1825,12,20.0,26,0,0,0,0,0,1,0,1,Upper East Side,Manhattan
3006,8813,2675,1.0,1,550,8,17.0,32,0,0,0,0,0,0,0,0,Midtown East,Manhattan
3011,1503,14000,2.0,2,1512,1,37.0,11,0,1,0,1,0,0,0,1,Midtown East,Manhattan
3012,4416,5500,2.0,2,1105,2,28.0,34,1,1,1,1,1,1,0,1,Financial District,Manhattan
3013,6807,2800,2.0,1,525,2,4.0,96,0,1,0,1,1,1,0,1,Lower East Side,Manhattan
3014,1731,2300,1.0,1,535,3,1.0,106,0,0,0,0,0,0,0,0,Lower East Side,Manhattan
3016,3277,5900,1.0,1,1048,2,57.0,30,0,0,0,0,0,0,0,0,Midtown,Manhattan
3017,4588,15000,2.0,2,1784,4,45.0,33,0,0,1,1,0,0,0,0,Midtown,Manhattan
3018,514,3300,1.0,1,673,2,5.0,27,0,0,0,0,0,0,0,0,Midtown West,Manhattan
3019,9897,7950,1.0,2,1321,3,4.0,116,0,0,0,0,0,1,0,0,Chelsea,Manhattan
3020,10815,11000,4.0,2,2100,6,20.0,29,0,0,0,0,0,0,0,0,Upper East Side,Manhattan
3021,5875,2675,1.0,1,624,6,2.0,9,0,0,1,1,1,1,0,1,East Harlem,Manhattan
3022,7923,4500,1.0,1,669,2,18.0,17,1,0,0,0,0,0,0,0,Flatiron,Manhattan
3023,2946,2600,1.0,1,650,2,5.0,115,0,0,0,1,1,0,0,0,Midtown,Manhattan
